RAh,RAm,RAs,DEg,DEm,Des,Mag,Name
16,01,14.2, +17,49,06, 5.12, 5 HER
17,20,54.1, +24,29,58, 5.12, 70 HER
17,24,12.9, -44,09,45, 5.12,
17,48,49.0, +25,37,22, 5.12, 87 HER
18,21, 0.9, +28,52,12, 5.12, 107 HER
18,24,13.7, +39,30,26, 5.12, MY LYR
19,11,40.4, +56,51,33, 5.12, 53 DRA
19,35, 7.2, -10,33,38, 5.12, 37 AQL
19,50,33.9, +38,43,21, 5.12, 19 CYG
20,40, 2.4, -60,32,56, 5.12, PH2 PAV
23,09,31.4, +08,40,38, 5.12, 57 PEG
00,36,46.5, +44,29,19, 5.13,
01,14,24.0, -07,55,23, 5.13, 37 CET
05,35,16.4, -05,23,23, 5.13, TH1 ORI
07,03,38.0, +10,57,06, 5.13,
07,22, 2.6, +36,45,38, 5.13, 65 AUR
07,37,16.6, -04,06,40, 5.13, 25 MON
08,13,36.2, -46,59,31, 5.13,
08,25,54.7, +07,33,53, 5.13,
09,14,20.6, +61,25,24, 5.13, 16 UMA
11,08,33.8, -61,56,49, 5.13,
11,31,46.1, -59,26,32, 5.13, OK1 CEN
12,35,45.4, -41,01,19, 5.13,
15,14,38.2, +67,20,48, 5.13,
16,11, 1.9, -29,24,59, 5.13,
16,46,40.0, -67,06,35, 5.13,
18,43,46.8, -38,19,25, 5.13, LA CRA
19,09, 9.7, +76,33,38, 5.13, 59 DRA
20,01,44.5, -59,22,34, 5.13,
22,21,35.5, -21,35,54, 5.13, 47 AQR
23,58,55.7, -52,44,45, 5.13, PI PHE
02,01,42.3, -44,42,48, 5.14, CH PHE
02,28, 1.6, -33,48,40, 5.14, PH FOR
03,30,24.4, +11,20,11, 5.14, 4 TAU
05,26,19.2, -58,54,46, 5.14, LA DOR
06,03,27.3, +19,41,26, 5.14, 64 ORI
06,17,41.7, -16,48,57, 5.14,
06,50,57.1, +67,34,19, 5.14, 42 CAM
06,49,54.5, -46,36,52, 5.14,
07,00,51.5, -51,24,09, 5.14,
07,10,47.4, -48,55,55, 5.14,
07,47,30.3, +33,24,56, 5.14, PI GEM
07,51,41.9, +01,46,01, 5.14, ZE CMI
08,20, 3.8, +27,13,03, 5.14, CH CNC
09,08,23.5, +66,52,24, 5.14, SI1 UMA
09,09,21.5, +22,02,43, 5.14, XI CNC
09,57,41.0, +41,03,20, 5.14, 19 LMI
12,12,11.8, +77,36,58, 5.14,
12,20,55.7, -13,33,56, 5.14,
14,19,32.4, -02,15,56, 5.14, YP VIR
16,15,15.2, -47,22,20, 5.14, TH NOR
18,31,26.2, -18,24,10, 5.14,
18,35, 2.3, -10,58,38, 5.14,
18,44,22.8, +39,36,46, 5.14, EP2 LYR
18,58,36.3, -60,12,02, 5.14, OM PAV
19,53,17.3, +57,31,25, 5.14, 23 CYG
20,46,38.6, +16,07,28, 5.14, GA1 DEL
22,06, 1.9, +45,00,52, 5.14,
02,32, 6.1, +36,08,50, 5.15, 14 TRI
03,18,37.7, +50,13,20, 5.15, 29 PER
06,31,22.9, -12,23,30, 5.15,
08,51,56.8, +43,43,36, 5.15, 35 LYN
11,07,16.5, -42,38,19, 5.15,
11,31,48.6, -59,30,56, 5.15, OK2 CEN
11,37, 0.6, -61,17,00, 5.15,
11,38, 7.3, -61,49,35, 5.15,
12,03,39.5, -42,26,03, 5.15,
12,22, 7.4, -67,31,20, 5.15, ZE2 MUS
13,18,14.5, +49,40,55, 5.15, 21 CVN
13,46,56.3, -36,15,08, 5.15,
13,54,42.1, -01,30,12, 5.15, 90 VIR
13,58,31.1, -24,58,20, 5.15, 47 HYA
14,50,41.1, -15,59,50, 5.15, AL1 LIB
15,05,19.0, -41,04,02, 5.15,
15,34,37.2, -28,02,49, 5.15, 36 LIB
16,45,49.8, +08,34,57, 5.15, 43 HER
17,44, 8.6, -51,50,03, 5.15, MY ARA
19,13,42.6, +02,17,38, 5.15, 21 AQL
19,26, 9.0, +36,19,04, 5.15, 4 CYG
20,15,30.1, +23,30,31, 5.15, 22 VUL
20,41,57.1, -66,45,39, 5.15, YP PAV
21,04,42.8, -77,01,26, 5.15, AL OCT
01,11, 6.7, +31,25,29, 5.16, 82 PSC
01,17,47.9, +03,36,52, 5.16, 89 PSC
02,38, 1.9, +72,49,06, 5.16,
08,15,15.9, -62,54,57, 5.16,
08,43,40.5, -49,49,22, 5.16,
08,59,24.1, -59,05,01, 5.16,
10,13,30.6, -66,22,22, 5.16,
10,35, 9.6, +57,04,57, 5.16, 37 UMA
12,57, 4.3, -51,11,55, 5.16,
15,16, 3.9, -41,29,28, 5.16,
17,53,17.9, +40,00,29, 5.16, 90 HER
18,32,21.2, -39,42,15, 5.16,
19,06,19.8, -52,20,27, 5.16, RH TEL
19,24,58.1, +11,56,40, 5.16, 31 AQL
19,25,28.5, +19,47,55, 5.16, 4 VUL
20,39,24.8, +00,29,11, 5.16, 1 AQR
21,05,14.1, -54,43,37, 5.16, MY IND
21,22,53.5, +06,48,40, 5.16, BE EQU
22,52,24.0, +09,50,09, 5.16, SI PEG
23,11,44.1, +08,43,12, 5.16, 59 PEG
00,28,13.7, +44,23,40, 5.17,
01,08,16.3, +54,55,14, 5.17, MY CAS
02,22,21.3, +55,50,45, 5.17, 9 PER
02,56,37.4, -03,42,44, 5.17,
04,23,40.8, -03,44,44, 5.17, XI ERI
05,45,59.9, -32,18,23, 5.17, MY COL
05,50,53.3, -52,06,32, 5.17,
06,59,50.5, -67,54,59, 5.17,
07,04,18.3, -56,44,59, 5.17,
07,43,41.9, -40,56,03, 5.17,
07,51,46.2, -13,53,53, 5.17, 9 PUP
07,57,51.7, -45,34,40, 5.17,
07,59,37.6, -60,35,13, 5.17,
08,25,30.7, -51,43,42, 5.17,
09,42,57.1, +72,15,09, 5.17, 27 UMA
11,25,43.2, -63,58,22, 5.17,
11,39,29.5, -65,23,52, 5.17,
12,54,36.8, -57,10,05, 5.17, MY2 CRU
15,04,48.1, -64,01,54, 5.17, ET CIR
15,25,47.3, +15,25,41, 5.17, TA1 SER
15,28,38.1, +01,50,31, 5.17, 10 SER
15,34,26.5, -09,11,00, 5.17,
18,52,39.5, -52,06,27, 5.17, KA TEL
19,36,37.8, +44,41,42, 5.17,
19,39,11.5, +05,23,52, 5.17, SI AQL
20,18,39.0, +34,58,58, 5.17, 35 CYG
20,55,36.6, +13,43,18, 5.17, 17 DEL
21,43, 3.9, +72,19,13, 5.17,
00,21, 7.2, +37,58,07, 5.18, RH AND
00,21,31.2, -28,58,54, 5.18, JO SCL
01,42,55.8, +70,37,22, 5.18, 42 CAS
02,44,57.5, +12,26,45, 5.18, 38 ARI
05,11,41.5, +16,02,44, 5.18,
05,39,44.2, +25,53,50, 5.18, 125 TAU
07,02,24.7, +24,12,56, 5.18, OM GEM
07,46,39.2, +37,31,03, 5.18,
07,49,41.1, -17,13,43, 5.18, 6 PUP
08,58,52.2, -47,14,05, 5.18,
10,43,32.8, +46,12,14, 5.18,
11,17,17.3, +02,00,38, 5.18, 75 LEO
11,56, 0.9, -17,09,03, 5.18, ET CRT
12,07,49.9, -75,22,00, 5.18,
12,24,18.4, +26,05,55, 5.18, 13 COM
18,01,29.8, +21,35,43, 5.18, 95 HER
19,22,50.8, +26,15,45, 5.18, 3 VUL
20,14,14.4, +28,41,41, 5.18, 21 VUL
21,06,24.6, -32,20,30, 5.18,
21,19,22.1, +64,52,19, 5.18, 6 CEP
21,41,32.8, -14,02,51, 5.18, 42 CAP
23,47,15.9, -50,13,35, 5.18, SI PHE
23,51,21.2, -18,54,33, 5.18, 108 AQR
00,30,22.6, -23,47,16, 5.19,
00,50, 7.5, -10,38,40, 5.19, PH2 CET
02,24,24.8, +50,00,24, 5.19, 64 AND
04,16,43.1, +53,36,43, 5.19,
04,54,46.8, +11,25,34, 5.19, 6 ORI
05,31,53.0, -76,20,28, 5.19, GA MEN
06,41,56.4, -09,10,03, 5.19,
07,24, 8.4, +40,40,20, 5.19, 66 AUR
08,39,58.6, -53,03,03, 5.19,
13,07,53.7, -10,44,25, 5.19, 49 VIR
15,46,39.8, +62,35,58, 5.19,
19,59,55.1, +37,02,35, 5.19, 25 CYG
22,38,38.9, +63,35,04, 5.19, 30 CEP
05,07,34.1, -63,23,59, 5.2 ,
09,46,31.6, +57,07,41, 5.2 ,
15,50,41.6, +15,08,00, 5.2 ,
00,35,14.8, -03,35,34, 5.20, 13 CET
02,22,32.5, -23,48,59, 5.20, KA FOR
04,06,36.3, +27,36,00, 5.20, 41 TAU
05,54,57.7, +59,53,18, 5.20, 31 CAM
06,14,50.8, +19,09,23, 5.20, 71 ORI
06,27,13.7, +00,17,57, 5.20,
06,38,49.1, +39,54,09, 5.20, PS3 AUR
06,44,28.3, -31,04,14, 5.20, 10 CMA
07,01,56.3, -05,43,20, 5.20,
07,04, 2.7, -42,20,15, 5.20,
07,15,54.8, +59,38,15, 5.20, 18 LYN
08,21,21.0, -36,29,04, 5.20,
08,40,19.2, -40,15,51, 5.20,
08,39, 5.3, -70,23,13, 5.20, TH VOL
08,57,14.9, +15,19,21, 5.20, OK1 CNC
08,59,32.6, +32,25,07, 5.20, SI3 CNC
11,36, 2.7, +69,19,22, 5.20, 2 DRA
14,55,34.4, -60,06,50, 5.20,
15,06,37.5, -16,15,24, 5.20, NY LIB
16,22,21.3, +33,47,56, 5.20, NY1 CRB
16,30,49.3, -61,38,00, 5.20,
17,18, 0.6, -24,17,13, 5.20, OK OPH
18,47,28.9, -05,42,18, 5.20,
20,31,30.3, +74,57,17, 5.20, 73 DRA
22,34,41.6, -20,42,30, 5.20, YP AQR
23,22,39.1, -15,02,21, 5.20, 97 AQR
01,07,47.8, -41,29,14, 5.21, YP PHE
02,40,39.6, -54,33,00, 5.21, ZE HOR
06,04,13.4, -06,42,33, 5.21,
06,26,48.8, +58,25,02, 5.21, 5 LYN
06,42,24.3, +17,38,43, 5.21, 26 GEM
08,09,35.9, -44,07,23, 5.21,
08,49,51.5, -32,46,50, 5.21,
10,29,28.6, -02,44,21, 5.21, DE SEX
12,02, 6.8, +43,02,44, 5.21, 67 UMA
12,20,33.6, -22,12,57, 5.21, ZE CRV
13,32,58.0, -10,09,54, 5.21, 76 VIR
14,47, 1.2, -52,23,01, 5.21,
18,27,12.3, +00,11,46, 5.21, 59 SER
21,06,53.7, +38,44,57, 5.21, 61 CYG
22,38,37.8, +56,47,45, 5.21,
00,50,41.0, -50,59,13, 5.22, RH PHE
02,05,31.2, +76,06,55, 5.22, 49 CAS
02,49,17.5, +17,27,51, 5.22, PI ARI
04,14,36.2, +10,00,40, 5.22,
05,58,49.5, +00,33,11, 5.22, 60 ORI
06,24,10.2, -11,31,49, 5.22,
06,29,28.4, -56,51,11, 5.22,
06,47,39.5, +48,47,22, 5.22, PS6 AUR
07,27,44.3, +21,26,42, 5.22, 63 GEM
08,55,39.6, +27,55,39, 5.22, RH2 CNC
11,25,29.3, -36,03,47, 5.22,
11,41,43.9, -32,29,59, 5.22,
12,45,37.0, +07,40,24, 5.22, 32 VIR
13,09,59.2, +17,31,46, 5.22, AL COM
13,09,59.2, +17,31,46, 5.22, AL COM
13,15,58.7, -19,56,35, 5.22, 57 VIR
13,16,46.4, +09,25,27, 5.22, 59 VIR
16,13,50.7, -11,50,16, 5.22, CH SCO
16,51,33.6, -41,13,50, 5.22,
18,57, 1.5, +32,54,05, 5.22,
19,08,59.8, +06,04,24, 5.22, 19 AQL
20,02, 1.3, +24,56,17, 5.22, 16 VUL
20,39,16.3, -14,57,17, 5.22, TA CAP
23,31,17.3, +39,14,11, 5.22, 14 AND
00,30, 7.3, +29,45,06, 5.23, 28 AND
01,21, 7.3, +28,44,18, 5.23, 91 PSC
02,02, 2.7, +02,45,49, 5.23, AL PSC
02,58,42.0, -02,46,57, 5.23,
03,24,40.5, +64,35,10, 5.23,
03,36,17.3, -17,28,02, 5.23, 20 ERI
04,07, 0.4, +29,00,05, 5.23, PS TAU
04,37,36.0, -02,28,25, 5.23, 51 ERI
05,21,48.4, +41,48,17, 5.23, RH AUR
05,23,27.6, +57,32,40, 5.23, 16 CAM
06,31,48.2, +11,32,40, 5.23,
07,47,31.5, -46,36,31, 5.23,
08,09,43.2, -47,56,14, 5.23,
08,41,56.8, -45,24,39, 5.23,
09,01,44.6, -52,11,18, 5.23,
09,58,52.2, -35,53,28, 5.23, ET ANT
10,46,29.7, -64,15,47, 5.23,
10,46,57.5, -56,45,26, 5.23,
11,12,45.3, -64,10,12, 5.23,
14,19,51.4, -61,16,23, 5.23,
15,50,17.5, +02,11,47, 5.23, OM SER
16,27,43.4, -07,35,53, 5.23,
17,25,59.9, -50,38,01, 5.23, KA ARA
17,34,59.4, +61,52,30, 5.23, 26 DRA
18,59, 5.6, +13,37,21, 5.23, 11 AQL
19,07,25.5, +32,30,06, 5.23, 17 LYR
20,59, 4.3, +04,17,37, 5.23, EP EQU
00,44,44.3, -22,00,22, 5.24,
01,13,43.8, +07,34,31, 5.24, ZE PSC
01,42,29.7, +20,16,07, 5.24, 107 PSC
03,18,12.8, -62,30,23, 5.24, ZE2 RET
03,47,39.6, -23,52,29, 5.24, TA7 ERI
04,21,53.4, -63,23,11, 5.24, ET RET
06,32,21.3, -37,41,48, 5.24,
07,59,28.3, -39,17,50, 5.24,
09,07,44.8, +10,40,06, 5.24, KA CNC
09,16,41.6, -06,21,11, 5.24, 23 HYA
10,17,37.7, -08,04,08, 5.24, EP SEX
10,45,51.8, +30,40,56, 5.24, 42 LMI
10,53,29.4, -20,08,20, 5.24,
12,55,28.4, +65,26,18, 5.24, 8 DRA
14,12, 4.0, +69,25,57, 5.24,
14,47,44.7, -26,05,15, 5.24, 56 HYA
15,29,24.2, -46,43,58, 5.24,
15,37,49.5, +40,21,12, 5.24, PH BOO
15,42,38.2, -37,25,30, 5.24,
16,47,46.3, +05,14,48, 5.24, 45 HER
18,03, 4.8, -08,10,50, 5.24, TA OPH
18,47,44.4, -40,24,22, 5.24, MY CRA
18,49,40.0, -20,19,29, 5.24, 29 SGR
20,16,55.2, +40,21,54, 5.24,
21,15,37.8, -20,39,06, 5.24, PH CAP
21,29,26.9, +46,32,26, 5.24, 71 CYG
21,42, 0.7, -23,15,46, 5.24, 41 CAP
22,11,48.5, +56,50,22, 5.24,
23,03,32.8, +67,12,34, 5.24,
23,44,12.0, -18,16,37, 5.24, 106 AQR
00,11,43.9, -35,07,59, 5.25, TH SCL
00,12, 9.9, -17,56,18, 5.25,
01,42, 8.5, -32,19,37, 5.25, PI SCL
02,31,30.0, +02,16,02, 5.25,
03,44,30.4, -01,09,47, 5.25, 24 ERI
05,23,30.1, -13,55,38, 5.25, 8 LEP
06,46,44.3, +43,34,39, 5.25, PS5 AUR
07,18,33.6, -39,12,38, 5.25,
07,28, 2.0, +06,56,31, 5.25, ET CMI
07,32, 5.8, +01,54,52, 5.25, DE1 CMI
07,33,36.4, +15,49,36, 5.25, 68 GEM
09,14,24.4, -43,13,39, 5.25,
09,38,21.7, +40,14,22, 5.25, 42 LYN
10,49,15.4, +10,32,43, 5.25, 53 LEO
10,52,30.8, -57,14,25, 5.25,
11,35,55.5, -47,38,30, 5.25,
13,05,44.4, +35,47,56, 5.25, 14 CVN
13,11,23.1, -43,22,07, 5.25,
13,26,43.1, -12,42,28, 5.25, 68 VIR
13,52, 4.7, -52,48,42, 5.25,
14,08,17.2, +49,27,29, 5.25, 13 BOO
15,06,16.6, +54,33,23, 5.25,
16,21,48.6, +69,06,34, 5.25,
16,30,33.5, +20,28,45, 5.25,
16,54,35.6, -06,09,14, 5.25, 23 OPH
17,01,36.2, +33,34,06, 5.25, 59 HER
17,23,16.0, -47,28,05, 5.25, JO ARA
17,38, 5.5, -54,30,01, 5.25, PI ARA
18,24,18.2, -44,06,37, 5.25,
18,22,48.9, +17,49,36, 5.25,
18,49,52.8, +32,33,03, 5.25, NY2 LYR
20,27,19.1, -18,12,42, 5.25, PI CAP
22,41,28.5, +40,13,32, 5.25, 12 LAC
01,59,37.9, +64,37,18, 5.26,
02,49, 1.5, -62,48,24, 5.26, NY HOR
03,04,16.3, -07,36,03, 5.26, RH3 ERI
03,50,18.9, +25,34,46, 5.26,
04,20,36.3, +15,05,43, 5.26, 58 TAU
04,34,11.7, -08,58,13, 5.26,
05,35,39.5, -04,51,21, 5.26, 45 ORI
06,47,21.3, -37,55,47, 5.26,
08,35,15.4, -58,13,29, 5.26,
09,18, 5.8, -51,03,03, 5.26,
09,58,13.3, +12,26,41, 5.26, NY LEO
10,31, 4.5, +82,33,31, 5.26,
11,40,47.0, +21,21,10, 5.26, 92 LEO
12,00,51.1, -19,39,32, 5.26,
15,14,29.1, +29,09,51, 5.26, CH BOO
15,36,29.5, +10,00,36, 5.26, 16 SER
19,57, 6.1, -58,54,05, 5.26,
21,13, 3.0, -39,25,31, 5.26,
22,47,33.0, -19,36,48, 5.26, 68 AQR
01,30, 6.1, +47,00,26, 5.27, 49 AND
02,05, 7.2, +77,16,53, 5.27, 47 CAS
02,12,48.0, +21,12,39, 5.27, ET ARI
03,06,33.4, -06,05,19, 5.27,
04,20,40.3, +65,08,26, 5.27,
04,44,21.2, -59,43,58, 5.27, KA DOR
05,48, 0.2, +06,27,15, 5.27, 52 ORI
06,19,42.7, -07,49,23, 5.27, 7 MON
06,29,49.1, -50,14,21, 5.27,
06,35,12.0, +28,01,20, 5.27, 49 AUR
06,37,47.5, -32,20,23, 5.27,
06,51,33.0, +21,45,40, 5.27, 36 GEM
07,44, 4.1, +50,26,01, 5.27,
08,37,52.1, -26,15,18, 5.27, ET PYX
09,15,49.8, +56,44,28, 5.27, 17 UMA
09,14,18.0, -55,34,11, 5.27,
09,55,42.9, +49,49,12, 5.27, 31 UMA
11,46,55.5, +55,37,41, 5.27,
14,07,55.7, +43,51,16, 5.27,
16,20,26.7, -78,40,02, 5.27, DE2 APS
16,27,57.2, -64,03,29, 5.27, JO TRA
17,59, 5.1, -30,15,11, 5.27,
18,19,10.6, +24,26,45, 5.27, 105 HER
18,45,46.6, +74,05,08, 5.27,
18,59,45.4, +26,13,50, 5.27,
19,42,33.9, +11,49,36, 5.27, CH AQL
20,01,28.4, +64,49,16, 5.27, 64 DRA
22,05, 0.4, +62,47,09, 5.27, 20 CEP
22,13,10.5, +86,06,29, 5.27,
00,10, 2.3, -82,13,27, 5.28, GA3 OCT
01,38,30.9, +73,02,25, 5.28, 40 CAS
02,12,54.4, -30,43,26, 5.28, MY FOR
02,15,56.2, +33,21,32, 5.28, 7 TRI
02,21,56.5, +00,23,45, 5.28, 69 CET
02,31,40.7, -79,06,34, 5.28, MY HYI
03,00,52.1, +52,21,06, 5.28,
03,21,13.6, +21,08,49, 5.28, TA1 ARI
03,56,36.4, +50,41,43, 5.28, 43 PER
04,01,32.0, -01,32,59, 5.28, 35 ERI
04,25,24.9, +22,11,59, 5.28, KA2 TAU
04,26, 6.2, +31,26,20, 5.28,
07,18,51.1, -26,35,09, 5.28,
08,25, 3.7, -24,02,46, 5.28,
10,08,42.7, -65,48,55, 5.28,
10,13,22.8, -51,13,59, 5.28,
12,49,13.5, +83,24,46, 5.28,
18,54,44.3, -87,36,21, 5.28, CH OCT
18,02,23.0, +20,50,01, 5.28, 96 HER
18,33,57.7, -33,01,00, 5.28,
19,07,18.0, +36,06,01, 5.28, JO LYR
19,17,48.9, +11,35,44, 5.28, OM1 AQL
19,56,14.1, +11,25,25, 5.28, PH AQL
20,19,23.5, -19,07,07, 5.28, SI CAP
21,15,44.8, -15,10,18, 5.28, 29 CAP
23,42,27.8, -15,26,52, 5.28,
01,10,39.3, +68,46,44, 5.29, 31 CAS
02,28, 9.9, +29,40,10, 5.29, 12 TRI
03,23,13.1, +49,12,48, 5.29,
04,13,33.0, +07,42,58, 5.29, 46 TAU
04,42,54.3, +43,21,55, 5.29, 59 PER
05,07,48.3, +20,25,06, 5.29, 106 TAU
05,42,15.0, -34,40,04, 5.29,
05,47,42.9, +13,53,58, 5.29, 133 TAU
05,54,50.1, -52,38,07, 5.29,
06,36,32.8, +38,26,43, 5.29,
06,46,51.0, -14,25,34, 5.29, 11 CMA
07,58,20.6, +02,13,29, 5.29, 14 CMI
08,22, 4.7, -73,24,01, 5.29, ET VOL
08,47,14.9, -01,53,50, 5.29,
09,17,25.5, -74,53,39, 5.29,
10,28,52.7, -64,10,20, 5.29,
11,45,43.8, -45,41,24, 5.29,
12,19,48.7, +48,59,03, 5.29, 3 CVN
12,28,54.6, +25,54,46, 5.29, 17 COM
14,14,50.8, +10,06,03, 5.29, 15 BOO
16,38, 0.4, +56,00,56, 5.29,
17,03, 8.6, -53,14,13, 5.29, EP2 ARA
17,15,20.7, -26,36,05, 5.29, 36 OPH
17,26,51.4, -45,50,37, 5.29,
21,32, 5.7, -41,10,46, 5.29, XI GRU
21,50,54.2, -82,43,09, 5.29, LA OCT
21,46, 4.3, +22,56,56, 5.29, 12 PEG
21,50, 8.6, +17,17,08, 5.29, 13 PEG
22,03,52.8, +63,07,12, 5.29, 18 CEP
22,24,36.7, -72,15,20, 5.29, NY IND
23,46, 0.8, -18,40,41, 5.29, 107 AQR
02,37, 2.4, +34,15,50, 5.3 ,
02,19,16.7, +47,22,48, 5.30, 62 AND
02,38,48.9, +21,57,41, 5.30, NY ARI
02,40,41.0, +27,03,39, 5.30, 33 ARI
05,19,59.0, -12,18,56, 5.30, NY LEP
06,15,25.1, +16,08,35, 5.30, 72 ORI
06,55,46.8, -22,56,29, 5.30,
07,24,58.1, +11,40,10, 5.30, 1 CMI
07,46,16.2, +10,46,06, 5.30, 11 CMI
08,07,45.8, +21,34,54, 5.30, MY2 CNC
11,26,35.3, -61,06,54, 5.30,
11,42,28.3, +66,44,41, 5.30, 3 DRA
11,54,42.5, -25,42,49, 5.30,
14,54,20.0, -24,38,32, 5.30, 12 LIB
19,59,51.2, -34,41,53, 5.30, TH2 SGR
21,02,57.8, -38,37,54, 5.30, ZE MIC
21,42,15.4, +05,40,48, 5.30, 7 PEG
22,04,47.3, -00.001,54,23, 5.30, 32 AQR
23,39, 8.3, +50,28,18, 5.30, 18 AND
23,52,37.1, +10,56,51, 5.30, 82 PEG
00,56, 1.4, -11,16,00, 5.31, PH3 CET
01,45,38.7, -25,03,10, 5.31, EP SCL
02,13,36.3, +51,03,57, 5.31,
02,37,24.2, -52,32,36, 5.31, ET HOR
03,32,26.2, +46,03,26, 5.31, 36 PER
04,37,13.6, +00,59,54, 5.31,
04,42,46.3, -50,28,52, 5.31, LA PIC
05,02,43.2, -71,18,50, 5.31, BE MEN
05,37,44.6, -28,41,22, 5.31, NY2 COL
05,46,27.3, -46,35,49, 5.31,
06,07,41.6, -19,09,58, 5.31, 19 LEP
07,12,15.7, -40,29,56, 5.31,
07,44, 6.8, +25,47,03, 5.31, 76 GEM
08,04,16.1, -32,40,30, 5.31,
08,49,21.7, -03,26,35, 5.31, 14 HYA
10,10, 5.8, -12,48,58, 5.31,
11,29, 4.1, +39,20,13, 5.31, 57 UMA
12,14, 2.5, -45,43,25, 5.31,
12,42,50.2, -63,03,32, 5.31,
13,25,13.8, -64,29,07, 5.31,
14,49,19.0, -14,08,56, 5.31, MY LIB
17,30,23.7, -01,03,45, 5.31,
20,01,52.3, -66,56,39, 5.31, MY2 PAV
20,23,10.6, +05,20,35, 5.31,
20,58,16.3, +22,19,33, 5.31, 33 VUL
21,27,21.3, +37,07,01, 5.31, 70 CYG
21,26,51.5, +48,50,07, 5.31,
23,40,38.1, -32,04,24, 5.31, MY SCL
03,02,42.2, -07,41,07, 5.32, RH2 ERI
06,12,51.0, +65,43,06, 5.32, 36 CAM
06,45,59.2, -14,47,46, 5.32,
08,12,48.7, +68,28,27, 5.32,
09,13,48.1, +43,13,04, 5.32, 36 LYN
09,40,42.5, -57,59,00, 5.32,
09,51,53.0, +24,23,43, 5.32, 22 LEO
11,15,51.8, +13,18,27, 5.32, 73 LEO
11,47,54.8, +08,14,45, 5.32, 4 VIR
12,23,35.4, -35,24,46, 5.32,
12,55,56.9, -56,50,09, 5.32,
12,59,55.0, +66,35,50, 5.32, 9 DRA
14,24,48.5, -24,48,23, 5.32,
14,55,44.6, -33,51,21, 5.32,
16,52,57.9, +31,42,06, 5.32, 53 HER
20,11,11.8, -36,06,04, 5.32,
20,16,47.0, +24,40,16, 5.32, 24 VUL
22,14,17.9, -21,04,28, 5.32, 41 AQR
22,24,56.3, -57,47,51, 5.32,
23,21,54.8, +31,48,45, 5.32, 64 PEG
23,33,28.0, +22,29,56, 5.32, 71 PEG
00,41, 7.1, +39,27,31, 5.33, 32 AND
02,53,42.5, +38,20,15, 5.33, 20 PER
04,03,44.5, +05,26,08, 5.33, 40 TAU
04,53,22.7, +02,30,29, 5.33, 5 ORI
04,54,47.7, +07,46,44, 5.33,
06,15,44.9, +12,33,04, 5.33, 73 ORI
06,53, 5.0, +59,26,55, 5.33, 14 LYN
07,24,40.0, -16,12,04, 5.33,
07,35, 8.7, +30,57,40, 5.33,
07,49, 1.6, -24,54,44, 5.33,
08,29, 4.6, -47,55,45, 5.33,
08,32,42.4, +20,26,28, 5.33, ET CNC
08,53,50.6, -47,31,15, 5.33,
09,16,57.1, -39,24,05, 5.33,
10,23,29.2, -38,00,35, 5.33,
11,41, 2.9, +34,12,05, 5.33, 61 UMA
13,14,10.8, -19,55,51, 5.33, 55 VIR
13,17,15.5, +13,40,32, 5.33,
15,15,11.3, +04,56,22, 5.33, 3 SER
15,41,47.3, +12,50,50, 5.33, CH SER
16,22,27.9, -49,34,20, 5.33,
16,31,41.6, -41,49,01, 5.33,
17,12,27.8, +10,35,07, 5.33, 37 OPH
17,15,20.9, -26,36,10, 5.33, 36 OPH
18,17, 7.4, -56,01,24, 5.33,
19,09,52.7, -68,25,29, 5.33,
19,51,50.5, -39,52,28, 5.33,
19,57,45.3, +16,47,21, 5.33, 11 SGE
22,12,47.8, +34,36,17, 5.33,
23,07,39.2, +46,23,14, 5.33, 4 AND
01,05,40.9, +21,28,24, 5.34, PS1 PSC
01,45,59.1, -05,44,00, 5.34,
04,19,16.6, -44,16,06, 5.34,
04,48, 0.2, +56,45,26, 5.34, 4 CAM
05,07,52.8, +08,29,54, 5.34, 14 ORI
05,19,11.2, +02,35,45, 5.34, 21 ORI
05,33,31.4, -01,09,22, 5.34,
05,32,59.6, -64,13,40, 5.34,
09,15,13.8, +14,56,29, 5.34, PI2 CNC
10,18, 7.5, -28,59,31, 5.34,
10,46,16.5, -64,30,54, 5.34,
12,08,14.6, -48,41,34, 5.34,
14,57,52.8, -76,39,45, 5.34,
18,02,51.0, -24,16,56, 5.34, 7 SGR
18,22,53.0, -36,40,10, 5.34,
18,31, 4.7, -32,59,21, 5.34,
19,12,40.6, -07,56,23, 5.34, 20 AQL
21,28,44.8, -69,30,20, 5.34,
22,16,48.0, -12,49,53, 5.34, 42 AQR
23,41,34.4, -18,01,38, 5.34, 103 AQR
02,01,14.7, -30,00,07, 5.35, PI FOR
02,24,53.9, -60,18,43, 5.35, LA HOR
02,32, 9.3, -01,02,06, 5.35, 75 CET
02,35,46.8, +34,41,16, 5.35, 15 TRI
03,45,40.4, +06,03,00, 5.35, 29 TAU
04,19,26.1, +21,08,32, 5.35, 53 TAU
04,39,58.0, +53,28,23, 5.35, 2 CAM
05,32,41.3, -01,35,31, 5.35,
05,51,21.9, -07,31,05, 5.35, 55 ORI
06,15,40.6, +59,59,57, 5.35, 40 CAM
06,46,49.5, +57,10,09, 5.35, 13 LYN
07,14,20.0, +03,06,41, 5.35,
07,24,43.8, -31,48,32, 5.35,
07,55,39.8, +19,53,02, 5.35, 85 GEM
07,56,57.8, -43,30,01, 5.35,
08,31,35.7, +18,05,40, 5.35, TH CNC
08,50,34.8, -66,47,35, 5.35,
